SerialNumber,ProductID,ProductName,PurchaseDate,CustomerID,QuantitySold,SalesPrice,SalesChannel,Region,DiscountApplied,Returns,CustomerReview,CustomerComplaints,SalesReputation,TimeToActivation,ProductAge,MarketingSource,CustomerLoyalty,PaymentMethod,ProductReturnReason,CustomerSupportInteraction,ProductWarrantyDuration
Sn-HTJRM87H,KFLLJT,Adobe_KFLLJT_Suite,2023-11-09,C7597,9,149.92,Authorized Retailer,Asia,25.79,19,1,19,8,4,150,Social Media,2,Cryptocurrency,Not as described,12,6
SN-L4SKUQ9B,Adobe_Prod_952_Version_7,Adobe_Adobe_Prod_952_Version_7_Suite,2023-04-08,C8642,7,401.2,Direct Sales,South America,12.67,5,4,3,3,5,727,Email Marketing,6,Credit Card,Found cheaper,10,12
Sn-K6MYMPDR,HPIH3L,Adobe_HPIH3L_Suite,2023-08-10,C4950,5,113.37,Authorized Retailer,Europe,27.38,15,1,11,3,10,44,Social Media,1,Cryptocurrency,Product malfunction,17,6
SN-H2ZLDRPO,Adobe_Prod_752_Version_2,Adobe_Adobe_Prod_752_Version_2_Suite,2023-07-31,C9809,1,295.87,Authorized Retailer,South America,13.89,8,4,2,7,1,494,Email Marketing,6,Credit Card,Other,3,24
Sn-AQVSOC81,V98HZD,Adobe_V98HZD_Suite,2023-07-30,C9709,10,115.47,Third-party Retailer,North America,23.35,17,1,13,7,4,259,Word of Mouth,4,Cryptocurrency,Not as described,12,6
Sn-KR7RB9MC,Q9PQ1M,Adobe_Q9PQ1M_Suite,2023-11-14,C4128,7,138.0,Third-party Retailer,Africa,24.23,15,1,18,8,10,127,Word of Mouth,1,Cryptocurrency,Other,15,6
SNIBTV345FV,FVFZNW,Adobe_FVFZNW_Suite,2023-07-23,C4017,10,102.74,Unknown Vendor,Asia,24.04,14,2,12,8,9,48,Word of Mouth,3,Cryptocurrency,Other,15,6
SN-TCAMUDG,HBY1FF,Adobe_HBY1FF_Suite,2023-12-25,C5914,5,50.28,Unknown Vendor,Africa,24.16,20,3,16,7,2,199,Social Media,3,Cryptocurrency,Product malfunction,19,6
Sn-18ZBCWLA,7KRVIK,Adobe_7KRVIK_Suite,2023-04-09,C2164,4,85.99,Unknown Vendor,North America,21.95,14,1,19,9,1,145,Word of Mouth,3,Cryptocurrency,Not as described,10,6
SNOT9NIG10S,VX0M4Q,Adobe_VX0M4Q_Suite,2023-08-21,C2437,6,127.56,Third-party Retailer,Africa,20.63,20,2,12,8,11,33,Social Media,4,Cryptocurrency,Other,13,6
SN-29BTV18T,Adobe_Prod_793_Version_9,Adobe_Adobe_Prod_793_Version_9_Suite,2023-02-28,C8059,1,231.0,Authorized Retailer,Asia,5.84,10,5,4,8,7,485,Email Marketing,10,Credit Card,Other,7,24
Sn-DTHI6MIN,5NLT6M,Adobe_5NLT6M_Suite,2023-09-30,C2620,5,135.66,Third-party Retailer,South America,27.02,15,2,12,3,2,311,Social Media,1,Cryptocurrency,Product malfunction,13,6
Sn-UIEY9SBW,KS38DM,Adobe_KS38DM_Suite,2023-02-14,C2517,6,132.71,Unknown Vendor,South America,25.87,14,1,13,8,12,151,Word of Mouth,4,Cryptocurrency,Product malfunction,19,6
SN-IXVKMJV6,Adobe_Prod_85_Version_1,Adobe_Adobe_Prod_85_Version_1_Suite,2023-12-19,C5293,1,266.58,Direct Sales,North America,6.44,10,5,1,1,4,583,Email Marketing,8,PayPal,Other,7,24
SN-U7TM4TS,BVZRR3,Adobe_BVZRR3_Suite,2023-05-02,C2446,3,85.85,Unknown Vendor,North America,21.0,10,2,12,7,4,314,Word of Mouth,2,Cryptocurrency,Other,19,6
SN-FXT89QCN,Adobe_Prod_378_Version_4,Adobe_Adobe_Prod_378_Version_4_Suite,2023-08-04,C1056,7,274.58,Direct Sales,Africa,13.25,3,5,1,3,6,573,Direct Search,10,PayPal,Found cheaper,4,12
SN-BYATHO7,ELCAAO,Adobe_ELCAAO_Suite,2023-06-08,C4359,1,66.1,Third-party Retailer,Asia,27.82,17,2,16,3,11,132,Word of Mouth,3,Cryptocurrency,Not as described,12,6
Sn-L4FYMO20,PED6YB,Adobe_PED6YB_Suite,2023-06-01,C1817,9,139.68,Unknown Vendor,North America,25.2,12,1,12,7,4,199,Word of Mouth,1,Cryptocurrency,Product malfunction,11,6
SN-8DVH56JQ,Adobe_Prod_803_Version_3,Adobe_Adobe_Prod_803_Version_3_Suite,2023-10-15,C5331,7,368.04,Authorized Retailer,Africa,7.32,6,5,1,1,4,674,Direct Search,10,PayPal,Other,8,24
SN-QG67WD96,Adobe_Prod_374_Version_3,Adobe_Adobe_Prod_374_Version_3_Suite,2023-07-05,C2374,7,278.86,Authorized Retailer,Asia,14.21,4,4,1,2,7,562,Email Marketing,9,Credit Card,Found cheaper,3,24
SN-POO70XIQ,Adobe_Prod_730_Version_4,Adobe_Adobe_Prod_730_Version_4_Suite,2023-02-12,C5794,4,360.73,Authorized Retailer,Africa,13.53,7,5,4,7,2,448,Direct Search,8,Credit Card,Other,3,24
SN-291FYBIU,Adobe_Prod_854_Version_10,Adobe_Adobe_Prod_854_Version_10_Suite,2023-06-07,C6861,8,470.53,Direct Sales,Africa,14.57,9,5,4,9,4,466,Direct Search,8,Credit Card,Other,8,12
SNB89DK9VYE,GYXOQY,Adobe_GYXOQY_Suite,2023-09-05,C6338,5,55.05,Direct Sales,Europe,23.74,14,2,17,3,15,84,Social Media,5,Cryptocurrency,Not as described,10,6
SN-PVM6MLWJ,Adobe_Prod_821_Version_7,Adobe_Adobe_Prod_821_Version_7_Suite,2023-03-30,C8357,6,215.52,Direct Sales,North America,14.79,7,5,2,8,5,395,Direct Search,6,PayPal,Found cheaper,8,24
SN-RVBW1R0B,Adobe_Prod_165_Version_1,Adobe_Adobe_Prod_165_Version_1_Suite,2023-08-27,C8945,10,480.11,Direct Sales,South America,14.4,7,4,5,1,4,611,Email Marketing,8,PayPal,Other,8,12
SN-KHMP2Q8,OULS9G,Adobe_OULS9G_Suite,2023-09-06,C5529,5,113.17,Third-party Retailer,Africa,28.77,12,2,16,3,14,146,Social Media,3,Cryptocurrency,Not as described,16,6
SNVNM97WDQB,7YU4HQ,Adobe_7YU4HQ_Suite,2023-11-13,C2965,3,111.52,Third-party Retailer,Europe,24.44,13,3,19,2,8,314,Word of Mouth,2,Cryptocurrency,Other,18,6
SN-C0TPCPFO,Adobe_Prod_920_Version_8,Adobe_Adobe_Prod_920_Version_8_Suite,2023-10-24,C9552,4,470.03,Direct Sales,South America,5.2,7,4,3,2,4,660,Email Marketing,8,PayPal,Found cheaper,7,24
Sn-6LXQ6XDP,Y85OVC,Adobe_Y85OVC_Suite,2023-02-14,C5763,8,101.11,Unknown Vendor,Europe,29.61,13,2,12,2,7,361,Word of Mouth,3,Cryptocurrency,Other,13,6
Sn-PZCWSY8S,7B3899,Adobe_7B3899_Suite,2023-05-14,C9394,10,127.79,Unknown Vendor,Africa,23.99,14,3,15,2,4,183,Social Media,3,Cryptocurrency,Other,20,6
SN-3O73FEEV,Adobe_Prod_912_Version_2,Adobe_Adobe_Prod_912_Version_2_Suite,2023-11-02,C8124,9,472.6,Authorized Retailer,Europe,12.32,9,5,2,1,6,471,Email Marketing,7,Credit Card,Other,5,24
SN-B76XYBO6,Adobe_Prod_203_Version_10,Adobe_Adobe_Prod_203_Version_10_Suite,2023-03-22,C7375,7,359.65,Authorized Retailer,Europe,7.65,7,4,5,1,6,508,Direct Search,9,PayPal,Other,8,24
SNVHOO25G40,NP5UUK,Adobe_NP5UUK_Suite,2023-05-10,C6899,10,112.06,Unknown Vendor,South America,21.7,11,3,17,1,5,78,Social Media,4,Cryptocurrency,Other,20,6
SN5C0A721KR,NGRDBA,Adobe_NGRDBA_Suite,2023-10-24,C8234,5,77.26,Third-party Retailer,South America,21.45,17,2,15,9,13,331,Word of Mouth,1,Cryptocurrency,Not as described,10,6
Sn-QMNUUOI1,7AAOJ4,Adobe_7AAOJ4_Suite,2023-09-10,C1908,2,50.57,Third-party Retailer,Africa,29.66,16,2,13,7,3,70,Word of Mouth,1,Cryptocurrency,Not as described,12,6
Sn-EUK16H9H,6UT23Z,Adobe_6UT23Z_Suite,2023-09-30,C6815,10,102.18,Third-party Retailer,South America,25.91,16,1,12,2,12,84,Word of Mouth,2,Cryptocurrency,Product malfunction,13,6
SN-F8WCPJP,7QRZA2,Adobe_7QRZA2_Suite,2023-10-29,C9738,2,113.69,Direct Sales,South America,26.64,19,1,17,1,2,41,Word of Mouth,1,Cryptocurrency,Other,12,6
SN-BV7PT67,U4YIAY,Adobe_U4YIAY_Suite,2023-07-21,C4075,4,85.21,Authorized Retailer,Europe,21.23,14,1,11,7,3,60,Social Media,4,Cryptocurrency,Product malfunction,18,6
Sn-CCPIXBXG,XQ6910,Adobe_XQ6910_Suite,2023-03-28,C5526,8,106.32,Unknown Vendor,Asia,28.56,14,3,15,9,14,75,Social Media,3,Cryptocurrency,Other,11,6
SN-6L2RO4R4,Adobe_Prod_564_Version_9,Adobe_Adobe_Prod_564_Version_9_Suite,2023-06-06,C3630,2,409.23,Authorized Retailer,Asia,11.14,2,5,4,8,5,555,Direct Search,9,PayPal,Found cheaper,7,12
SN-JXNPN2UW,Adobe_Prod_173_Version_3,Adobe_Adobe_Prod_173_Version_3_Suite,2023-06-15,C7169,1,433.63,Direct Sales,Europe,5.09,9,4,3,2,2,381,Direct Search,8,PayPal,Other,9,12
SN122P7U8ZV,BRIMIE,Adobe_BRIMIE_Suite,2023-11-08,C3841,4,62.27,Unknown Vendor,Asia,28.7,16,1,19,2,9,47,Word of Mouth,2,Cryptocurrency,Product malfunction,13,6
SN-8KJBI4YW,Adobe_Prod_499_Version_2,Adobe_Adobe_Prod_499_Version_2_Suite,2023-06-07,C7798,4,391.16,Direct Sales,Asia,12.24,2,4,2,1,4,576,Email Marketing,6,PayPal,Other,6,12
SN-QOTT9MY,1T9O15,Adobe_1T9O15_Suite,2023-05-13,C6995,10,113.07,Unknown Vendor,Europe,23.03,10,1,12,3,8,278,Word of Mouth,4,Cryptocurrency,Other,18,6
SN-IFQS3NS,GAX3EW,Adobe_GAX3EW_Suite,2023-08-25,C3501,2,70.09,Authorized Retailer,North America,20.56,12,1,20,7,8,202,Word of Mouth,4,Cryptocurrency,Other,15,6
SNCFCRPO38U,PDROPD,Adobe_PDROPD_Suite,2023-10-05,C5842,5,71.4,Unknown Vendor,Africa,21.52,11,1,14,3,3,337,Word of Mouth,5,Cryptocurrency,Not as described,16,6
SN-Y1K9B7F,MXU69R,Adobe_MXU69R_Suite,2023-12-25,C8051,8,101.69,Unknown Vendor,North America,28.89,15,2,14,1,7,307,Social Media,1,Cryptocurrency,Product malfunction,12,6
SN-PMWBV9VQ,Adobe_Prod_877_Version_4,Adobe_Adobe_Prod_877_Version_4_Suite,2023-03-13,C3606,7,367.73,Direct Sales,North America,8.94,3,5,2,2,7,606,Direct Search,8,Credit Card,Found cheaper,3,12
SN-ZS0EP916,Adobe_Prod_152_Version_9,Adobe_Adobe_Prod_152_Version_9_Suite,2023-02-15,C8469,6,492.9,Authorized Retailer,North America,9.56,9,4,1,9,6,565,Direct Search,8,Credit Card,Other,6,24
SN-3UF7KR5L,Adobe_Prod_255_Version_4,Adobe_Adobe_Prod_255_Version_4_Suite,2023-03-11,C5747,4,494.34,Authorized Retailer,South America,5.17,7,4,4,9,5,688,Email Marketing,9,PayPal,Other,8,12
SN-L1U8HMXM,Adobe_Prod_92_Version_3,Adobe_Adobe_Prod_92_Version_3_Suite,2023-08-22,C5165,9,351.49,Direct Sales,Asia,5.65,5,4,4,2,4,545,Direct Search,8,Credit Card,Other,9,12
SN-5ZY5LAT,CGZBUV,Adobe_CGZBUV_Suite,2023-03-21,C2689,5,132.87,Unknown Vendor,North America,22.5,17,2,20,3,12,184,Social Media,1,Cryptocurrency,Product malfunction,11,6
Sn-YEUKJUE6,ECLT5U,Adobe_ECLT5U_Suite,2023-05-01,C8972,6,65.3,Authorized Retailer,North America,27.87,17,1,12,1,2,49,Word of Mouth,2,Cryptocurrency,Other,11,6
SNTFMTK98UR,OX3RC1,Adobe_OX3RC1_Suite,2023-08-16,C8129,9,81.54,Unknown Vendor,North America,24.95,18,2,18,1,14,205,Word of Mouth,4,Cryptocurrency,Other,15,6
SN-53HK1CRR,Adobe_Prod_515_Version_1,Adobe_Adobe_Prod_515_Version_1_Suite,2023-06-01,C6206,7,490.29,Direct Sales,Europe,8.17,1,4,3,2,1,616,Direct Search,7,Credit Card,Other,9,12
SN-285SDYDE,Adobe_Prod_463_Version_9,Adobe_Adobe_Prod_463_Version_9_Suite,2023-09-19,C2845,7,340.96,Third-party Retailer,Africa,7.79,8,5,1,1,2,647,Email Marketing,8,PayPal,Found cheaper,8,24
SN-ZM5QF5DP,Adobe_Prod_783_Version_8,Adobe_Adobe_Prod_783_Version_8_Suite,2023-10-07,C7425,8,491.01,Direct Sales,Europe,11.88,9,5,5,2,6,492,Direct Search,6,Credit Card,Other,7,12
SNCD6IEGQZK,BQXXR4,Adobe_BQXXR4_Suite,2023-06-13,C7281,6,77.56,Third-party Retailer,Africa,27.36,15,3,13,3,1,155,Word of Mouth,2,Cryptocurrency,Other,12,6
SNE85QM5YMJ,82TMXH,Adobe_82TMXH_Suite,2023-12-04,C4435,7,128.07,Unknown Vendor,South America,21.4,14,1,14,9,2,104,Word of Mouth,3,Cryptocurrency,Product malfunction,10,6
SN-GTFIIH3N,Adobe_Prod_423_Version_8,Adobe_Adobe_Prod_423_Version_8_Suite,2023-01-30,C3372,2,279.92,Third-party Retailer,Europe,6.2,7,5,2,1,3,474,Email Marketing,8,Credit Card,Other,1,12
SNZWNLQ6LR1,BBEOZS,Adobe_BBEOZS_Suite,2023-02-24,C1361,6,75.45,Third-party Retailer,Africa,20.11,14,1,12,8,2,115,Word of Mouth,3,Cryptocurrency,Other,10,6
SN-TVTERQFA,Adobe_Prod_868_Version_4,Adobe_Adobe_Prod_868_Version_4_Suite,2023-08-09,C4734,4,288.89,Direct Sales,Africa,5.66,6,5,2,7,2,604,Direct Search,10,PayPal,Other,1,24
SN-VZNW9U2,DLE576,Adobe_DLE576_Suite,2023-12-20,C8697,8,137.31,Third-party Retailer,North America,28.5,10,1,18,1,2,82,Word of Mouth,1,Cryptocurrency,Other,20,6
SNC0AP7DRPD,EVXU6Y,Adobe_EVXU6Y_Suite,2023-01-27,C4606,5,82.61,Third-party Retailer,North America,20.53,18,1,18,9,6,239,Word of Mouth,1,Cryptocurrency,Product malfunction,16,6
SN-NC4LYND,43SLCC,Adobe_43SLCC_Suite,2023-08-18,C3072,4,104.64,Third-party Retailer,Europe,26.09,19,2,14,9,13,205,Word of Mouth,4,Cryptocurrency,Not as described,20,6
SNVHNPDZYL9,JRIQWQ,Adobe_JRIQWQ_Suite,2023-05-12,C8703,4,75.43,Third-party Retailer,Asia,20.19,10,3,16,1,9,113,Social Media,2,Cryptocurrency,Other,15,6
SN-5NXRW786,Adobe_Prod_82_Version_10,Adobe_Adobe_Prod_82_Version_10_Suite,2023-03-31,C6888,2,366.58,Authorized Retailer,Africa,6.45,9,5,2,2,6,662,Email Marketing,8,Credit Card,Other,10,12
SN-2FQKBA04,Adobe_Prod_22_Version_1,Adobe_Adobe_Prod_22_Version_1_Suite,2023-02-07,C3248,7,448.47,Authorized Retailer,Europe,12.89,5,5,2,2,2,577,Direct Search,9,PayPal,Found cheaper,6,12
SN-PK68EVDF,Adobe_Prod_732_Version_10,Adobe_Adobe_Prod_732_Version_10_Suite,2023-01-24,C1835,2,299.27,Direct Sales,Europe,10.36,2,5,5,2,2,612,Direct Search,6,Credit Card,Other,10,24
Sn-6Z01LHZZ,RU7D2V,Adobe_RU7D2V_Suite,2023-07-02,C2638,2,131.89,Third-party Retailer,North America,28.61,20,3,14,8,7,62,Word of Mouth,1,Cryptocurrency,Not as described,13,6
SN-Z649CGW1,Adobe_Prod_352_Version_9,Adobe_Adobe_Prod_352_Version_9_Suite,2023-08-22,C4021,1,340.24,Direct Sales,North America,12.34,6,4,4,8,6,642,Email Marketing,10,Credit Card,Found cheaper,9,12
SN-CM3R9VLO,Adobe_Prod_625_Version_2,Adobe_Adobe_Prod_625_Version_2_Suite,2023-04-02,C8271,8,468.29,Direct Sales,South America,6.46,9,4,1,2,5,621,Email Marketing,9,Credit Card,Other,5,24
SN-UP3RAJYC,Adobe_Prod_220_Version_7,Adobe_Adobe_Prod_220_Version_7_Suite,2023-08-23,C9786,6,478.5,Authorized Retailer,Asia,5.67,3,4,5,7,3,547,Email Marketing,9,PayPal,Found cheaper,2,12
Sn-OKJ8RPUS,MR7701,Adobe_MR7701_Suite,2023-06-13,C9741,9,91.79,Unknown Vendor,Asia,25.3,14,3,19,8,14,282,Word of Mouth,3,Cryptocurrency,Not as described,18,6
SN-H4LOBV1M,Adobe_Prod_252_Version_1,Adobe_Adobe_Prod_252_Version_1_Suite,2023-07-08,C7290,6,386.91,Authorized Retailer,North America,11.89,5,4,4,2,2,614,Direct Search,9,Credit Card,Other,3,24
SN-754HZN27,Adobe_Prod_527_Version_3,Adobe_Adobe_Prod_527_Version_3_Suite,2023-04-17,C6747,6,386.07,Authorized Retailer,Europe,14.3,5,4,2,7,3,592,Email Marketing,8,Credit Card,Found cheaper,4,24
SN-BLPBB1WP,Adobe_Prod_177_Version_2,Adobe_Adobe_Prod_177_Version_2_Suite,2023-08-13,C1780,7,394.18,Authorized Retailer,Europe,12.6,8,5,1,9,2,455,Direct Search,7,PayPal,Found cheaper,7,24
SN-DI1OIWGW,Adobe_Prod_547_Version_9,Adobe_Adobe_Prod_547_Version_9_Suite,2023-07-19,C5644,2,390.94,Authorized Retailer,Asia,8.45,8,4,5,1,4,403,Direct Search,10,Credit Card,Other,6,24
SN-AJVD8ME9,Adobe_Prod_744_Version_10,Adobe_Adobe_Prod_744_Version_10_Suite,2023-04-14,C2925,6,322.73,Authorized Retailer,Europe,5.71,9,4,1,1,4,516,Direct Search,8,Credit Card,Other,6,24
SN-NVEG8MTV,Adobe_Prod_253_Version_2,Adobe_Adobe_Prod_253_Version_2_Suite,2023-03-29,C6304,1,411.67,Third-party Retailer,North America,7.13,2,4,2,2,7,622,Email Marketing,10,Credit Card,Other,5,24
SN-Z16XN26Z,Adobe_Prod_843_Version_1,Adobe_Adobe_Prod_843_Version_1_Suite,2023-03-29,C4576,2,440.7,Direct Sales,Asia,14.39,9,4,5,2,2,405,Email Marketing,6,Credit Card,Found cheaper,2,12
SNSTM2R31HN,U5FVBU,Adobe_U5FVBU_Suite,2023-02-11,C3743,3,97.59,Third-party Retailer,South America,22.54,13,1,18,3,15,296,Social Media,2,Cryptocurrency,Other,10,6
Sn-AVEJ2P18,8TWJ9H,Adobe_8TWJ9H_Suite,2023-05-18,C4517,5,120.78,Unknown Vendor,Asia,21.63,12,3,12,2,8,247,Social Media,5,Cryptocurrency,Product malfunction,16,6
SN-U8SL8HN3,Adobe_Prod_32_Version_1,Adobe_Adobe_Prod_32_Version_1_Suite,2023-02-07,C5010,9,474.65,Authorized Retailer,North America,11.54,9,4,4,9,2,483,Direct Search,6,Credit Card,Other,3,12
SN-RV5OLJMR,Adobe_Prod_977_Version_5,Adobe_Adobe_Prod_977_Version_5_Suite,2023-02-14,C9019,1,336.13,Authorized Retailer,South America,13.86,4,4,5,1,3,721,Email Marketing,6,PayPal,Found cheaper,10,12
SNFTPX6VNCV,654N3E,Adobe_654N3E_Suite,2023-11-07,C7449,1,110.56,Third-party Retailer,Asia,29.84,13,1,15,7,4,299,Social Media,1,Cryptocurrency,Product malfunction,10,6
SNSZDV0YTA8,COHO3Z,Adobe_COHO3Z_Suite,2023-08-29,C5340,2,119.16,Unknown Vendor,Africa,24.75,20,3,16,8,8,65,Word of Mouth,5,Cryptocurrency,Product malfunction,12,6
Sn-OJWOXGO3,W0R789,Adobe_W0R789_Suite,2023-09-05,C5899,1,108.02,Third-party Retailer,Asia,24.51,15,1,17,8,4,238,Social Media,4,Cryptocurrency,Not as described,12,6
SN-QF0Z2G9,C0CUAM,Adobe_C0CUAM_Suite,2023-05-07,C1443,3,63.41,Third-party Retailer,Africa,25.3,11,3,17,9,6,217,Social Media,2,Cryptocurrency,Not as described,12,6
SN-CSKLBFAQ,Adobe_Prod_352_Version_10,Adobe_Adobe_Prod_352_Version_10_Suite,2023-08-20,C1943,3,359.71,Direct Sales,North America,6.16,8,4,2,7,7,434,Direct Search,8,Credit Card,Other,10,24
Sn-1LMKDRDN,6Q7JJH,Adobe_6Q7JJH_Suite,2023-09-27,C9321,10,133.74,Unknown Vendor,South America,23.62,12,1,17,7,3,330,Word of Mouth,3,Cryptocurrency,Not as described,16,6
SN-QI6YOSS,20V97L,Adobe_20V97L_Suite,2023-11-26,C6610,2,95.52,Third-party Retailer,Europe,29.39,12,3,15,9,9,354,Social Media,1,Cryptocurrency,Not as described,15,6
SN-EM14Z47,T781J3,Adobe_T781J3_Suite,2023-02-15,C5849,8,114.25,Direct Sales,Europe,27.55,14,2,20,7,8,338,Word of Mouth,5,Cryptocurrency,Other,18,6
SN-T14COS9J,Adobe_Prod_480_Version_7,Adobe_Adobe_Prod_480_Version_7_Suite,2023-04-08,C6801,4,216.58,Authorized Retailer,Europe,5.36,4,4,5,1,5,370,Email Marketing,10,Credit Card,Found cheaper,7,24
SN-I8NQ8AQ,CQG4NF,Adobe_CQG4NF_Suite,2023-08-24,C8213,3,141.07,Unknown Vendor,Asia,25.35,15,2,15,7,1,197,Word of Mouth,4,Cryptocurrency,Not as described,16,6
SNHHTB1NW94,V5QC8K,Adobe_V5QC8K_Suite,2023-09-11,C9744,8,110.16,Third-party Retailer,Europe,20.23,11,2,17,2,4,142,Social Media,2,Cryptocurrency,Product malfunction,11,6
Sn-HTY9Z6WF,GQYT5G,Adobe_GQYT5G_Suite,2023-11-23,C6990,10,106.43,Third-party Retailer,Europe,26.53,11,2,12,3,14,71,Word of Mouth,1,Cryptocurrency,Product malfunction,12,6
Sn-XEGIDXDT,XNLT36,Adobe_XNLT36_Suite,2023-01-07,C4929,6,66.07,Unknown Vendor,North America,23.75,13,3,19,7,3,209,Word of Mouth,4,Cryptocurrency,Not as described,12,6
Sn-L46XDTJJ,KGQ0RZ,Adobe_KGQ0RZ_Suite,2023-09-27,C4849,1,57.58,Third-party Retailer,North America,25.43,12,3,15,8,11,189,Word of Mouth,2,Cryptocurrency,Product malfunction,17,6
SNA21CB7SHD,Z6UR67,Adobe_Z6UR67_Suite,2023-01-31,C4991,6,117.7,Third-party Retailer,Africa,26.83,13,1,16,1,15,42,Social Media,2,Cryptocurrency,Other,19,6
SN-2O46UTY,IH8MJ8,Adobe_IH8MJ8_Suite,2023-11-19,C8905,7,99.64,Unknown Vendor,Africa,27.79,12,1,11,7,9,248,Social Media,1,Cryptocurrency,Product malfunction,17,6
Sn-UUEAZU09,ERP7ZT,Adobe_ERP7ZT_Suite,2023-05-11,C2597,9,100.86,Third-party Retailer,Asia,26.37,16,3,18,7,4,292,Word of Mouth,3,Cryptocurrency,Not as described,11,6
SNMBD28JUT7,FEMI1O,Adobe_FEMI1O_Suite,2023-07-19,C1514,5,81.89,Unknown Vendor,Europe,29.86,11,2,14,2,13,210,Social Media,4,Cryptocurrency,Not as described,16,6
SN-CSMWS89K,Adobe_Prod_526_Version_3,Adobe_Adobe_Prod_526_Version_3_Suite,2023-07-14,C9420,8,344.61,Direct Sales,Asia,5.39,3,5,3,2,3,421,Email Marketing,9,Credit Card,Other,4,24
SN-AF3PVY2G,Adobe_Prod_204_Version_4,Adobe_Adobe_Prod_204_Version_4_Suite,2023-03-03,C9969,10,468.68,Direct Sales,Africa,12.7,5,4,3,3,1,621,Email Marketing,7,PayPal,Found cheaper,4,12
SN-3MS1T2E,OBNYVG,Adobe_OBNYVG_Suite,2023-05-07,C3906,1,100.32,Unknown Vendor,South America,23.18,18,2,16,8,4,214,Word of Mouth,1,Cryptocurrency,Product malfunction,17,6
SN-A20U9Y36,Adobe_Prod_365_Version_1,Adobe_Adobe_Prod_365_Version_1_Suite,2023-03-29,C6916,1,303.64,Authorized Retailer,South America,13.23,6,4,5,8,7,565,Email Marketing,10,Credit Card,Other,6,12
SN-IQULICS,XZP9I3,Adobe_XZP9I3_Suite,2023-10-28,C6765,5,70.48,Unknown Vendor,South America,24.42,20,3,11,1,7,157,Social Media,4,Cryptocurrency,Other,11,6
SN-4RS1JM73,Adobe_Prod_515_Version_10,Adobe_Adobe_Prod_515_Version_10_Suite,2023-03-18,C6471,10,260.0,Authorized Retailer,Asia,8.43,2,5,5,9,5,413,Direct Search,6,Credit Card,Other,1,24
SNL1KKWM2XW,XJA4LD,Adobe_XJA4LD_Suite,2023-05-03,C9965,2,126.32,Unknown Vendor,Asia,22.28,16,2,15,1,8,249,Social Media,1,Cryptocurrency,Not as described,12,6
SN-YY55D1GQ,Adobe_Prod_295_Version_7,Adobe_Adobe_Prod_295_Version_7_Suite,2023-08-18,C1842,1,493.32,Direct Sales,North America,9.89,6,5,1,1,2,560,Direct Search,10,PayPal,Other,10,24
SN-7EBBJEQN,Adobe_Prod_230_Version_9,Adobe_Adobe_Prod_230_Version_9_Suite,2023-06-25,C9407,3,310.33,Direct Sales,North America,5.61,7,4,4,1,3,703,Email Marketing,9,PayPal,Other,5,24
Sn-UKDGL1HG,RSO9MM,Adobe_RSO9MM_Suite,2023-10-03,C4546,4,62.63,Unknown Vendor,Africa,21.55,16,3,16,8,3,296,Social Media,2,Cryptocurrency,Product malfunction,20,6
SN-42VP5UQE,Adobe_Prod_642_Version_10,Adobe_Adobe_Prod_642_Version_10_Suite,2023-10-23,C6492,4,381.6,Authorized Retailer,Europe,13.8,1,5,3,1,5,430,Direct Search,6,Credit Card,Other,7,24
SN-JZJK3F8,4ZFH4I,Adobe_4ZFH4I_Suite,2023-05-18,C6663,6,123.14,Unknown Vendor,South America,22.78,13,3,19,3,7,157,Word of Mouth,5,Cryptocurrency,Not as described,17,6
SN-Z0CFQSA7,Adobe_Prod_823_Version_7,Adobe_Adobe_Prod_823_Version_7_Suite,2023-12-20,C8601,7,240.92,Direct Sales,North America,5.28,5,5,5,2,5,528,Email Marketing,8,Credit Card,Other,6,12
SNP3SKFUMRO,OMFGDW,Adobe_OMFGDW_Suite,2023-04-21,C1389,4,105.42,Third-party Retailer,Europe,21.45,13,3,17,2,15,310,Social Media,3,Cryptocurrency,Not as described,14,6
Sn-00RKT2W7,CH883U,Adobe_CH883U_Suite,2023-03-11,C1749,9,112.48,Third-party Retailer,North America,21.7,11,3,11,8,9,118,Social Media,3,Cryptocurrency,Other,10,6
SN-X3D9NCW8,Adobe_Prod_398_Version_1,Adobe_Adobe_Prod_398_Version_1_Suite,2023-11-08,C1979,10,438.56,Authorized Retailer,North America,12.64,5,4,5,2,6,667,Direct Search,10,Credit Card,Found cheaper,5,24
SNPFB6TODK8,ZGD0PW,Adobe_ZGD0PW_Suite,2023-03-13,C1613,10,121.35,Unknown Vendor,Europe,20.03,12,2,16,9,2,206,Word of Mouth,5,Cryptocurrency,Product malfunction,15,6
SN-KN2EUW81,Adobe_Prod_295_Version_3,Adobe_Adobe_Prod_295_Version_3_Suite,2023-05-31,C8588,8,345.32,Authorized Retailer,Asia,11.75,6,5,5,7,5,617,Email Marketing,7,PayPal,Other,9,12
SN-UOG8Y9K7,Adobe_Prod_694_Version_2,Adobe_Adobe_Prod_694_Version_2_Suite,2023-05-30,C7439,1,497.88,Direct Sales,Africa,10.43,2,5,2,9,1,414,Direct Search,7,PayPal,Found cheaper,6,24
